row_number,test_short_name,test_full_name,date_sample_submitted,client_name,client_type,sample_type,site,sample_description_number_1,sample_description_number_2,sample_description_number_3,sample_description_number_4,analytical_company_name,lab_number,measurement_name,measurement_result
4198,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Salt Concentration - TDS (lbs/ac in),41.22
4199,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Boron (ppm),NA
4200,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Manganese (ppm),0.028
4201,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Manganese (lbs/ac in),0.006
4202,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Copper (ppm),NA
4203,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Zinc (ppm),NA
4204,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Aluminum (ppm),0.368
4205,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Aluminum (lbs/ac in),0.083
4206,W004,Standard Irrigation Water Analysis,2014-08-19T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,16,NA,NA,"Soil Horizons, Inc.",1966,Cation/Anion Ratio,0.95
4207,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,pH,7.45
4208,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Hardness (ppm),155.5
4209,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Hardness (grains/gal),9.09
4210,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Conductivity (mmhos/cm),0.35
4211,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,SAR,0.06
4212,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Adjusted SAR,0.1
4213,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,pHc,7.77
4214,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Residual Sodium Carbonate (RSC),-1.16
4215,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Calcium (ppm),53.4
4216,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Calcium (mEq/L),2.66
4217,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Calcium (lbs/ac in),12.11
4218,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Magnesium (ppm),5.34
4219,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Magnesium (mEq/L),0.44
4220,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Magnesium (lbs/ac in),1.21
4221,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Potassium (ppm),1.82
4222,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Potassium (mEq/L),0.05
4223,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Potassium (lbs/ac in),0.41
4224,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Sodium (ppm),1.75
4225,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Sodium (mEq/L),0.08
4226,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Sodium (lbs/ac in),0.4
4227,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Iron (ppm),NA
4228,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Total Alkalinity-CaCO3 (ppm),97.2
4229,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Total Alkalinity-CaCO3 (lbs/ac in),22.04
4230,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Carbonate (ppm),0
4231,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Bicarbonate (ppm),118.6
4232,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Bicarbonate (mEq/L),1.94
4233,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Bicarbonate (lbs/ac in),26.9
4234,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Hydroxide (ppm),0
4235,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Chloride (ppm),NA
4236,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Sulfate (ppm),72.75
4237,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Sulfate (mEq/L),1.51
4238,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Sulfate (lbs/ac in),16.5
4239,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Salt Concentration - TDS (ppm),222.72
4240,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Salt Concentration - TDS (lbs/ac in),50.51
4241,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Boron (ppm),NA
4242,W002,Standard Irrigation Water Analysis,2015-08-31T00:00:00Z,MCC,Golf,Water,MCC,IRRIGATION,QC,NA,NA,"Soil Horizons, Inc.",2173,Cation/Anion Ratio,0.93
4243,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,pH,8
4244,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Soluble Salts (ppm),440
4245,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Chloride (ppm),10
4246,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Total Nitrogen (ppm),NA
4247,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Ammonium (ppm),1.3
4248,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Bicarbonate (ppm),165.95
4249,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Sulfur (ppm),65.22
4250,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Phosphorus (ppm),0.49
4251,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Calcium (ppm),104
4252,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Calcium (mEq/L),5.19
4253,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Calcium (%),66.38
4254,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Magnesium (ppm),16.99
4255,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Magnesium (mEq/L),1.4
4256,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Magnesium (%),17.87
4257,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Potassium (ppm),27.2
4258,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Potassium (mEq/L),0.7
4259,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Potassium (%),8.9
4260,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Sodium (ppm),12.32
4261,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Sodium (mEq/L),0.54
4262,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Sodium (%),6.85
4263,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Total (mEq/L),7.82
4264,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Total (%),100
4265,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Boron (ppm),0.04
4266,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Iron (ppm),0.89
4267,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Manganese (ppm),0.37
4268,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Copper (ppm),0.07
4269,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Zinc (ppm),0.03
4270,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,Aluminum (ppm),1.76
4271,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,ESP (calculated),NA
4272,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,6,NA,NA,"Soil Horizons, Inc.",0072,SAR (calculated),0.3
4273,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,pH,8
4274,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Soluble Salts (ppm),557
4275,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Chloride (ppm),19
4276,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Total Nitrogen (ppm),NA
4277,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Ammonium (ppm),0.8
4278,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Bicarbonate (ppm),204.99
4279,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Sulfur (ppm),101.3
4280,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Phosphorus (ppm),0.35
4281,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Calcium (ppm),153.5
4282,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Calcium (mEq/L),7.66
4283,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Calcium (%),68.65
4284,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Magnesium (ppm),22.58
4285,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Magnesium (mEq/L),1.86
4286,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Magnesium (%),16.64
4287,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Potassium (ppm),31.2
4288,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Potassium (mEq/L),0.8
4289,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Potassium (%),7.15
4290,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Sodium (ppm),19.39
4291,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Sodium (mEq/L),0.84
4292,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Sodium (%),7.56
4293,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Total (mEq/L),11.16
4294,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Total (%),100
4295,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Boron (ppm),0.04
4296,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Iron (ppm),1.67
4297,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Manganese (ppm),0.43
4298,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Copper (ppm),0.07
4299,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Zinc (ppm),0.03
4300,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,Aluminum (ppm),4.07
4301,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,ESP (calculated),NA
4302,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,13,NA,NA,"Soil Horizons, Inc.",0073,SAR (calculated),0.39
4303,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,pH,7.9
4304,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Soluble Salts (ppm),976
4305,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Chloride (ppm),11
4306,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Total Nitrogen (ppm),NA
4307,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Ammonium (ppm),1.6
4308,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Bicarbonate (ppm),173.27
4309,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Sulfur (ppm),249.5
4310,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Phosphorus (ppm),0.22
4311,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Calcium (ppm),270.3
4312,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Calcium (mEq/L),13.49
4313,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Calcium (%),67.21
4314,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Magnesium (ppm),46.53
4315,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Magnesium (mEq/L),3.83
4316,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Magnesium (%),19.07
4317,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Potassium (ppm),42.14
4318,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Potassium (mEq/L),1.08
4319,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Potassium (%),5.37
4320,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Sodium (ppm),38.56
4321,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Sodium (mEq/L),1.68
4322,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Sodium (%),8.35
4323,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Total (mEq/L),20.07
4324,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Total (%),100
4325,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Boron (ppm),0.06
4326,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Iron (ppm),0.21
4327,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Manganese (ppm),1.23
4328,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Copper (ppm),0.05
4329,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Zinc (ppm),0.01
4330,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,Aluminum (ppm),0.54
4331,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,ESP (calculated),NA
4332,S006W,SPE Analysis (Extracted w/ Client Water),2015-08-31T00:00:00Z,MCC,Golf,SPE,MCC,FAIRWAY,18,NA,NA,"Soil Horizons, Inc.",0074,SAR (calculated),0.57
